sgpa,attendance_rate,quiz_avg,assignment_rate,login_frequency,consecutive_absences,mood_score,late_submission_rate,help_seeking_ratio,peer_interaction_score,material_access_rate,attendance_trend,quiz_score_trend,login_frequency_trend,submission_time_ratio,sgpa_delta,risk_velocity,weekly_checkin_streak,attendance_quiz_combined,sgpa_absence_combined,submission_mood_combined,department,faculty,level,semester,status
2.88,0.604,0.673,0.647,0.533,0,0.717,0.103,0.441,0.502,0.336,0.181,0.161,0.137,0.351,0.47,-0.1475,0.739,0.497,0.048,0.6,Accounting,FAMSS,200,1,GS
2.33,0.644,0.808,0.708,0.706,2,0.594,0.163,0.449,0.07,0.299,0.024,0.137,0.265,0.531,-0.13,0.1007,0.133,0.481,0.055,0.546,Business Administration,FAMSS,100,2,GS
2.74,0.675,0.978,0.876,0.761,0,0.569,0.165,0.263,0.532,0.965,0.041,0.068,-0.107,0.738,0.6,-0.0989,0.67,0.727,0.0,0.448,Computer Science,FNAS,200,2,GS
2.89,0.895,0.775,1.0,0.593,2,0.486,0.379,0.306,0.45,0.815,0.358,0.365,-0.121,0.509,-0.04,-0.0062,0.634,0.84,0.042,0.196,Computer Engineering,FNAS,100,2,GS
2.52,0.561,0.512,0.736,0.646,1,0.713,0.311,0.087,0.443,0.723,0.136,0.293,0.12,0.64,0.33,-0.04,0.548,0.28,0.056,0.301,Criminology and Security Studies,FAMSS,300,1,GS
1.63,0.399,0.456,0.627,0.321,1,0.439,0.175,0.241,0.514,0.657,0.143,0.067,-0.108,0.436,-0.06,0.0026,0.473,0.104,0.12,0.569,Computer Engineering,FNAS,100,1,GS
1.38,0.276,0.26,0.132,0.0,4,0.811,0.352,0.165,0.252,0.489,-0.349,-0.103,0.101,0.0,-0.14,0.1154,0.192,0.025,0.31,0.483,Computer Engineering,FNAS,400,1,NGS
2.0,0.665,0.0,0.516,0.237,2,0.734,0.435,0.231,0.08,0.284,0.061,-0.009,-0.162,0.302,-0.22,-0.0748,0.56,0.003,0.006,0.452,Cybersecurity,FNAS,100,1,GS
1.46,0.631,0.156,0.732,0.272,1,0.424,0.352,0.595,0.83,0.446,0.304,0.155,0.115,0.462,0.55,0.0111,0.5,0.314,0.063,0.474,Quantity Surveying,FES,100,2,GS
2.02,0.436,0.483,0.706,0.482,1,0.473,0.444,0.278,0.294,0.374,-0.107,0.103,0.081,0.549,-0.22,-0.0042,0.378,0.271,0.069,0.446,Biochemistry,FNAS,100,1,GS
3.87,0.721,0.738,1.0,0.959,1,0.912,0.075,0.119,0.73,0.563,-0.193,0.063,0.238,1.0,0.55,-0.0375,0.503,0.42,0.064,0.72,Cybersecurity,FNAS,200,1,GS
1.13,0.482,0.562,0.292,0.254,2,0.369,0.424,0.401,0.246,0.195,-0.016,-0.137,-0.132,0.26,-0.14,0.0035,0.289,0.25,0.275,0.172,Doctor of Physiotherapy,FBMS,500,1,NGS
3.59,0.593,0.587,0.551,0.577,1,0.46,0.381,0.895,0.422,0.43,-0.163,0.186,0.164,0.653,0.16,-0.0446,0.292,0.258,0.0,0.422,Computer Engineering,FNAS,100,2,GS
3.4,0.774,0.618,0.642,0.866,0,0.785,0.217,0.231,0.85,0.627,-0.108,0.191,0.198,0.773,-0.07,-0.0181,0.386,0.548,0.0,0.57,Estate Management,FES,200,1,GS
2.91,1.0,1.0,1.0,0.944,0,0.502,0.175,0.323,0.365,1.0,0.17,-0.056,-0.03,1.0,-0.25,-0.0744,0.508,0.914,0.003,0.315,Computer Science,FNAS,300,1,GS
1.59,0.632,0.531,0.361,0.461,1,0.34,0.112,0.529,0.32,0.43,0.003,-0.01,0.132,0.215,0.33,-0.094,0.584,0.234,0.147,0.007,Information Technology,FNAS,200,1,GS
2.13,0.263,0.295,0.48,0.267,2,0.355,0.162,0.004,0.414,0.388,0.318,-0.262,0.048,0.085,-0.43,-0.0258,0.0,0.137,0.14,0.649,Computer Engineering,FNAS,400,2,GS
2.16,0.094,0.109,0.356,0.14,3,0.618,0.694,0.231,0.0,0.362,-0.2,-0.175,-0.279,0.0,-0.48,0.1083,0.141,0.0,0.232,0.301,Economics,FAMSS,200,2,NGS
2.24,1.0,1.0,0.995,0.836,1,0.459,0.3,0.896,0.746,0.601,0.059,0.035,0.273,0.864,0.24,-0.0469,0.869,1.0,0.038,0.245,Biochemistry,FNAS,300,1,GS
3.21,0.558,0.404,0.785,0.492,1,0.697,0.172,0.391,0.249,0.689,-0.057,0.299,0.168,0.188,0.39,0.0318,0.345,0.254,0.027,0.484,Business Administration,FAMSS,400,2,GS
3.66,0.688,0.673,0.508,0.367,1,0.239,0.081,0.287,0.0,0.522,-0.203,0.191,-0.003,0.579,-0.64,0.0579,0.232,0.371,0.0,0.15,Public Health,FBMS,300,2,GS
2.8,0.322,0.624,0.585,0.376,1,0.557,0.189,0.743,0.577,0.698,0.012,0.028,-0.098,0.38,0.07,-0.0553,0.337,0.156,0.056,0.467,Physics and Electronics,FNAS,100,2,GS
2.83,0.577,0.59,0.882,0.658,2,0.595,0.018,0.539,0.556,0.479,0.217,0.266,0.143,0.729,0.04,-0.0301,0.025,0.302,0.03,0.673,Information Technology,FNAS,100,1,GS
2.91,0.655,0.493,0.708,0.766,0,0.861,0.0,0.178,0.371,0.17,-0.097,0.051,-0.212,0.391,-0.18,-0.0889,0.699,0.394,0.07,0.804,Quantity Surveying,FES,100,1,GS
2.74,0.796,0.497,0.588,0.523,0,0.911,0.26,0.363,0.614,0.701,0.144,0.086,0.066,0.271,-0.11,0.0195,0.841,0.668,0.0,0.749,Cybersecurity,FNAS,300,2,GS
2.69,0.704,0.938,0.553,0.675,0,0.745,0.145,0.437,0.919,0.586,-0.054,0.032,-0.154,0.599,-0.05,-0.095,0.868,0.636,0.0,0.696,Industrial Chemistry,FNAS,200,2,GS
3.32,0.736,0.516,0.769,0.561,0,0.619,0.275,0.446,0.571,0.677,0.16,0.268,0.291,0.584,0.3,0.0122,0.472,0.455,0.153,0.236,Quantity Surveying,FES,100,2,GS
2.69,0.692,0.934,0.835,0.742,0,0.506,0.057,0.633,0.748,0.708,0.219,0.124,0.178,0.898,0.36,-0.15,0.031,0.698,0.083,0.602,Physics and Electronics,FNAS,100,1,GS
3.28,0.618,0.257,0.755,0.466,3,0.605,0.424,0.297,0.266,0.632,-0.2,0.076,0.18,0.517,0.28,-0.0422,0.045,0.217,0.026,0.33,Software Engineering,FNAS,100,1,GS
2.85,0.487,0.306,0.707,0.427,0,0.58,0.299,0.55,0.413,0.543,0.4,0.035,0.366,0.526,-0.08,0.0408,0.701,0.085,0.0,0.216,Estate Management,FES,100,2,GS
1.68,0.651,0.482,0.595,0.575,0,0.43,0.175,0.58,0.654,0.692,-0.023,0.086,0.238,0.56,0.44,0.0105,0.218,0.421,0.021,0.117,History and International Relations,FAMSS,100,1,GS
3.36,0.392,0.118,0.446,0.124,3,0.656,0.168,0.38,0.564,0.569,-0.116,0.161,-0.016,0.105,-0.3,0.0231,0.475,0.0,0.065,0.749,English and Communication,FAMSS,100,1,GS
1.39,0.846,0.756,0.471,0.47,0,0.414,0.367,0.003,0.051,0.408,-0.008,0.113,-0.055,0.291,-0.4,0.0591,0.207,0.674,0.026,0.0,Business Administration,FAMSS,400,1,NGS
3.21,0.815,0.554,0.855,0.57,2,0.813,0.451,0.345,0.359,0.194,-0.081,-0.045,-0.243,0.655,0.57,0.1037,0.335,0.535,0.014,0.583,Estate Management,FES,200,1,GS
1.54,0.581,0.57,0.612,0.83,2,0.609,0.017,0.097,0.293,0.508,0.054,0.179,-0.086,0.543,-0.35,-0.0547,0.612,0.254,0.11,0.592,Computer Science,FNAS,400,1,NGS
2.93,0.445,0.309,0.715,0.406,1,0.425,0.216,0.639,0.769,0.646,0.132,0.164,-0.003,0.62,0.11,0.0153,0.0,0.089,0.0,0.291,Architecture,FES,300,1,GS
2.99,0.96,0.9,0.793,0.772,0,0.454,0.507,0.502,0.604,0.329,-0.209,0.025,0.123,0.63,0.64,-0.0,0.473,0.923,0.063,0.213,Accounting,FAMSS,200,2,GS
2.56,0.51,0.275,0.704,0.568,1,0.525,0.246,0.396,0.679,0.382,-0.002,-0.172,-0.205,0.426,-0.07,-0.0375,0.367,0.064,0.056,0.441,Doctor of Physiotherapy,FBMS,400,1,GS
2.94,0.648,0.749,0.829,0.811,1,0.704,0.234,0.332,0.285,0.215,0.029,0.415,0.192,0.83,0.15,-0.0143,0.569,0.506,0.047,0.515,Biochemistry,FNAS,100,1,GS
2.95,0.411,0.188,0.564,0.358,0,0.288,0.047,0.29,0.646,0.411,0.148,0.113,0.296,0.529,0.36,0.0402,0.138,0.018,0.0,0.0,Mathematics,FNAS,300,2,GS
2.56,0.691,0.302,0.38,0.373,1,0.685,0.218,0.091,0.152,0.432,0.146,0.074,0.12,0.548,0.58,-0.031,0.587,0.249,0.104,0.76,Nursing,FBMS,100,2,GS
3.31,0.57,0.485,0.899,0.535,1,0.616,0.438,0.24,0.865,0.295,-0.021,-0.097,0.048,0.571,0.29,-0.0855,0.18,0.328,0.0,0.223,Doctor of Physiotherapy,FBMS,300,1,GS
2.11,0.409,0.443,0.43,0.281,2,0.137,0.685,0.081,0.168,0.479,0.002,0.021,0.018,0.322,-0.15,0.0877,0.431,0.189,0.126,0.095,History and International Relations,FAMSS,200,2,GS
2.51,0.84,0.726,1.0,0.428,2,0.637,0.241,0.112,0.437,0.765,-0.045,0.427,0.028,0.682,-0.1,-0.0224,0.414,0.346,0.017,0.544,Computer Engineering,FNAS,100,1,GS
3.71,0.825,1.0,1.0,0.802,0,0.943,0.121,0.757,0.605,0.49,0.162,0.338,0.12,0.754,-0.6,-0.0608,0.183,0.893,0.048,0.83,Doctor of Physiotherapy,FBMS,100,1,GS
2.24,0.211,0.493,0.157,0.338,0,0.377,0.469,0.055,0.457,0.376,-0.128,-0.003,0.293,0.328,0.14,0.0545,0.312,0.12,0.0,0.199,Biochemistry,FNAS,200,1,GS
2.68,0.577,0.305,0.689,0.351,1,0.509,0.36,0.01,0.033,0.131,0.309,0.112,0.035,0.398,0.12,-0.0731,0.271,0.203,0.0,0.251,Public Health,FBMS,300,1,GS
2.27,0.333,0.088,0.183,0.436,2,0.663,0.298,0.15,0.655,0.321,-0.021,-0.237,0.156,0.165,-0.11,-0.0057,0.576,0.0,0.269,0.493,Business Administration,FAMSS,300,1,GS
2.93,0.855,0.87,0.634,0.913,1,0.757,0.158,0.231,0.457,0.596,0.04,0.126,0.109,0.835,0.3,-0.0355,0.0,0.699,0.0,0.428,Doctor of Physiotherapy,FBMS,100,1,GS
3.36,0.6,0.582,0.564,0.415,1,0.708,0.0,0.203,0.0,0.295,0.055,-0.069,0.005,0.541,-0.16,-0.0782,0.352,0.444,0.019,0.778,Industrial Chemistry,FNAS,100,1,GS
2.85,0.673,0.638,0.633,0.685,1,0.472,0.095,0.569,0.687,0.637,0.054,-0.064,-0.056,0.504,0.22,-0.0395,0.846,0.417,0.033,0.436,Doctor of Physiotherapy,FBMS,200,1,GS
3.88,0.612,0.415,0.757,0.621,1,0.943,0.127,0.199,0.595,1.0,0.001,0.16,-0.019,0.489,0.28,0.0622,0.517,0.177,0.0,0.923,Estate Management,FES,100,1,GS
2.23,0.479,0.571,0.417,0.158,1,0.618,0.001,0.58,0.482,0.891,0.003,0.029,-0.211,0.326,-0.1,-0.1416,0.773,0.272,0.018,0.56,History and International Relations,FAMSS,400,1,GS
3.44,1.0,0.991,1.0,0.898,0,0.57,0.178,0.483,0.205,0.149,0.067,-0.062,-0.055,0.938,0.07,-0.0568,0.505,0.964,0.0,0.421,Quantity Surveying,FES,200,1,GS
1.9,0.571,0.676,0.673,0.33,1,0.789,0.351,0.832,0.692,0.655,-0.007,0.234,0.158,0.447,0.5,0.0037,0.698,0.482,0.038,0.428,Information Technology,FNAS,100,2,GS
2.4,0.583,0.263,0.747,0.538,0,0.095,0.461,0.202,0.165,0.442,-0.178,-0.059,-0.028,0.375,0.07,-0.049,0.456,0.129,0.016,0.084,Physics and Electronics,FNAS,100,2,NGS
2.32,0.721,0.43,0.689,0.616,0,0.4,0.146,0.211,0.0,0.602,-0.037,0.092,0.096,0.764,0.08,-0.0442,0.556,0.301,0.0,0.47,History and International Relations,FAMSS,300,1,GS
1.49,0.285,0.525,0.381,0.306,3,0.33,0.519,0.729,0.151,0.514,-0.093,-0.134,0.01,0.448,-0.48,0.0216,0.001,0.117,0.277,0.195,Computer Engineering,FNAS,100,2,NGS
4.24,0.565,0.631,0.523,0.699,0,0.58,0.199,0.085,0.081,0.413,0.136,0.009,-0.068,0.426,0.44,-0.025,0.157,0.393,0.0,0.366,English and Communication,FAMSS,100,1,GS
2.08,0.278,0.268,0.507,0.285,0,0.774,0.363,0.497,0.183,0.471,0.0,0.129,0.185,0.295,0.39,-0.0643,0.172,0.0,0.0,0.437,Computer Engineering,FNAS,200,2,GS
3.42,0.251,0.313,0.469,0.525,2,0.603,0.035,0.185,0.458,0.633,0.162,0.075,-0.268,0.39,-0.72,-0.0368,0.378,0.073,0.04,0.571,Estate Management,FES,200,2,GS
3.16,0.672,0.729,0.658,0.463,1,0.583,0.083,0.767,0.583,0.779,-0.068,-0.043,0.093,0.523,-0.29,-0.1066,0.669,0.451,0.01,0.585,Software Engineering,FNAS,400,1,GS
2.0,0.394,0.075,0.286,0.284,3,0.347,0.315,0.189,0.155,0.318,-0.17,0.16,0.125,0.394,0.07,-0.0391,0.368,0.068,0.127,0.222,Computer Science,FNAS,200,1,GS
2.08,0.299,0.282,0.353,0.42,1,0.523,0.232,0.398,0.0,0.433,-0.023,0.088,-0.114,0.208,-0.07,-0.0283,0.133,0.013,0.127,0.501,Cybersecurity,FNAS,400,1,GS
3.42,0.812,0.54,0.772,0.477,0,0.305,0.182,0.424,0.836,0.471,-0.196,0.087,-0.264,0.961,0.43,-0.0137,0.578,0.27,0.0,0.309,English and Communication,FAMSS,100,1,GS
3.6,0.811,0.635,0.577,0.623,1,0.747,0.276,0.753,0.415,0.321,0.226,-0.082,-0.024,0.635,0.11,0.0099,0.0,0.61,0.031,0.448,Accounting,FAMSS,100,1,GS
3.93,0.781,0.631,0.763,0.65,0,0.61,0.348,0.244,0.317,0.672,0.129,0.184,0.159,0.489,0.15,-0.0206,0.444,0.473,0.027,0.318,Doctor of Physiotherapy,FBMS,100,2,GS
2.72,0.584,0.54,0.636,0.436,2,0.665,0.122,0.194,0.296,0.616,-0.036,0.014,0.355,0.409,0.39,-0.0713,0.457,0.307,0.011,0.405,English and Communication,FAMSS,400,1,GS
3.05,0.797,0.695,0.87,0.652,0,0.83,0.23,0.266,0.683,0.85,0.054,0.175,0.115,0.698,0.13,-0.0051,0.754,0.43,0.016,0.473,Business Administration,FAMSS,300,1,GS
2.88,0.874,1.0,0.862,0.973,0,0.847,0.046,0.0,0.628,0.607,0.208,0.082,0.145,0.818,0.26,-0.0092,0.307,0.872,0.033,0.564,Cybersecurity,FNAS,100,2,GS
1.99,0.67,0.476,0.792,0.866,1,0.439,0.16,0.175,0.429,0.395,0.24,-0.077,0.06,0.435,0.31,-0.0569,0.529,0.442,0.086,0.24,Nursing,FBMS,200,2,GS
3.28,0.618,0.636,0.556,0.632,0,0.251,0.234,0.147,0.554,0.482,-0.042,-0.039,-0.334,0.575,-0.03,0.0634,0.169,0.259,0.0,0.077,Biochemistry,FNAS,200,1,GS
2.34,0.505,0.597,0.811,0.307,2,0.469,0.675,0.332,0.377,0.382,0.169,-0.138,-0.029,0.318,0.02,0.0723,0.2,0.332,0.125,0.0,Criminology and Security Studies,FAMSS,100,1,GS
2.34,0.771,0.819,0.965,0.697,1,0.581,0.307,0.105,0.244,0.38,0.121,0.143,0.003,0.946,-0.24,0.0324,0.641,0.839,0.021,0.305,Industrial Chemistry,FNAS,400,1,GS
1.75,0.315,0.485,0.387,0.235,3,0.473,0.462,0.351,0.044,0.55,-0.149,-0.146,0.212,0.345,-0.11,-0.0657,0.139,0.0,0.265,0.301,Public Health,FBMS,300,2,NGS
2.95,0.898,0.905,0.677,0.657,0,0.33,0.286,0.0,0.492,0.531,0.046,-0.044,-0.018,0.868,0.29,-0.0834,0.23,0.823,0.0,0.213,Industrial Chemistry,FNAS,100,2,GS
3.4,0.815,0.811,1.0,0.959,0,0.663,0.304,0.39,0.637,0.466,-0.302,-0.066,0.121,1.0,0.78,-0.0394,0.593,0.487,0.0,0.348,Doctor of Physiotherapy,FBMS,300,2,GS
2.0,0.351,0.212,0.403,0.387,3,0.338,0.198,0.562,0.261,0.323,0.04,-0.114,-0.098,0.139,-0.08,0.1108,0.322,0.201,0.101,0.209,Mathematics,FNAS,200,2,GS
4.42,0.385,0.315,0.294,0.266,3,0.596,0.207,0.272,0.039,0.525,-0.061,0.171,-0.162,0.379,0.16,-0.029,0.392,0.186,0.01,0.425,Biochemistry,FNAS,200,2,GS
2.02,0.133,0.335,0.133,0.209,6,0.253,0.422,0.0,0.111,0.121,-0.367,0.094,-0.149,0.0,-0.48,-0.0073,0.109,0.133,0.37,0.237,Computer Science,FNAS,200,1,NGS
3.06,0.609,0.433,0.687,0.624,2,0.399,0.356,0.371,0.341,0.411,-0.089,0.043,-0.09,0.819,-0.08,-0.0003,0.242,0.241,0.0,0.291,Biochemistry,FNAS,400,2,GS
1.7,0.992,0.846,1.0,0.93,0,0.594,0.153,0.17,0.947,0.765,0.059,-0.089,0.275,0.913,0.22,0.038,0.173,0.854,0.0,0.133,Quantity Surveying,FES,200,2,GS
1.57,0.377,0.203,0.352,0.324,4,0.212,0.28,0.44,0.634,0.714,0.047,-0.349,-0.411,0.321,-0.84,0.0152,0.066,0.0,0.287,0.136,Industrial Chemistry,FNAS,100,2,NGS
2.45,0.693,0.442,0.623,0.454,1,0.656,0.157,0.308,0.0,1.0,0.0,-0.12,0.119,0.429,0.46,0.0378,0.543,0.272,0.0,0.544,Health Information Management,FBMS,100,1,GS
2.98,0.758,0.672,0.634,0.78,2,0.754,0.339,0.493,0.74,0.571,-0.204,0.03,0.081,0.696,0.31,-0.15,0.678,0.41,0.057,0.561,Public Health,FBMS,100,2,GS
2.24,0.286,0.299,0.53,0.371,1,0.396,0.214,0.503,0.285,0.49,0.02,-0.219,0.153,0.766,0.27,-0.1108,0.293,0.0,0.079,0.348,Nursing,FBMS,300,1,GS
2.52,0.157,0.319,0.463,0.139,1,0.503,0.379,0.225,0.372,0.404,-0.152,0.071,-0.035,0.235,0.09,-0.074,0.0,0.087,0.093,0.366,Doctor of Physiotherapy,FBMS,200,1,GS
3.04,0.903,1.0,0.969,0.734,0,0.29,0.315,0.292,0.154,0.314,0.098,0.123,-0.15,0.869,0.32,-0.116,0.716,0.96,0.0,0.383,English and Communication,FAMSS,400,2,GS
2.45,0.743,0.926,0.67,0.753,1,0.441,0.064,0.17,0.071,0.738,0.172,0.204,-0.003,0.583,0.57,-0.0293,0.328,0.49,0.034,0.174,Software Engineering,FNAS,100,1,GS
2.95,0.698,0.369,0.42,0.34,0,0.702,0.187,0.214,0.596,1.0,0.067,-0.236,-0.225,0.523,-0.04,0.013,0.907,0.27,0.0,0.646,Information Technology,FNAS,400,1,GS
2.36,0.824,0.468,0.407,0.66,0,0.797,0.047,0.578,0.257,0.161,-0.074,0.016,-0.1,0.629,-0.38,-0.0147,0.012,0.254,0.0,0.716,Cybersecurity,FNAS,100,1,GS
2.89,0.932,0.62,0.838,0.496,0,0.884,0.158,0.416,0.538,0.817,0.138,0.02,0.047,0.874,0.11,0.0081,0.589,0.585,0.0,0.606,Criminology and Security Studies,FAMSS,300,2,GS
2.03,0.083,0.109,0.526,0.399,4,0.293,0.371,0.242,0.23,0.114,-0.301,-0.254,-0.102,0.625,-0.75,0.0087,0.029,0.042,0.215,0.351,Physics and Electronics,FNAS,300,1,NGS
2.12,0.472,0.268,0.444,0.388,1,0.146,0.589,0.086,0.046,0.419,0.002,-0.139,-0.204,0.231,0.08,-0.0585,0.088,0.074,0.0,0.0,Business Administration,FAMSS,300,2,NGS
4.0,0.992,0.95,1.0,0.707,0,0.857,0.131,0.424,0.58,0.8,0.051,0.158,0.047,1.0,0.31,0.0272,0.636,0.951,0.0,0.807,Cybersecurity,FNAS,100,2,GS
3.08,0.638,0.532,0.522,0.375,0,0.629,0.414,0.417,0.505,0.289,-0.147,-0.093,-0.12,0.253,0.22,-0.0395,0.461,0.203,0.07,0.454,Estate Management,FES,100,2,GS
2.43,0.698,0.639,0.578,0.684,2,0.604,0.03,0.215,0.34,0.272,0.201,-0.221,0.228,0.609,-0.4,-0.0853,0.0,0.325,0.068,0.768,Software Engineering,FNAS,100,2,GS
2.26,0.854,0.983,0.837,0.825,0,0.562,0.285,0.418,0.458,0.101,0.068,0.123,-0.094,0.806,0.37,0.0226,0.381,0.913,0.01,0.361,Criminology and Security Studies,FAMSS,100,1,GS
1.93,0.497,0.385,0.656,0.483,3,0.545,0.317,0.341,0.162,0.494,-0.115,0.388,-0.232,0.503,-0.25,-0.0075,0.504,0.029,0.149,0.516,Information Technology,FNAS,100,2,NGS
3.16,0.893,0.697,0.615,0.639,0,0.728,0.292,0.082,0.608,0.306,-0.094,0.2,0.306,0.612,-0.09,0.0759,0.53,0.725,0.026,0.479,Computer Engineering,FNAS,200,1,GS
1.61,0.556,0.365,0.631,0.502,0,0.598,0.397,0.0,0.566,0.553,0.136,0.214,-0.083,0.321,0.12,-0.0056,0.782,0.185,0.0,0.404,Computer Science,FNAS,100,2,GS
2.34,0.45,0.231,0.593,0.495,0,0.558,0.03,0.702,0.34,0.747,0.086,0.273,-0.155,0.27,-0.36,-0.0402,0.01,0.0,0.068,0.4,Cybersecurity,FNAS,400,2,GS
3.34,0.962,0.664,0.774,0.701,1,0.69,0.138,0.602,0.434,0.543,-0.008,0.144,0.222,0.639,-0.24,-0.0291,0.584,0.604,0.0,0.491,Mathematics,FNAS,100,1,GS
2.58,0.883,0.842,1.0,0.732,0,0.694,0.239,0.639,0.104,0.602,0.012,-0.017,0.32,0.798,0.85,-0.0539,0.478,0.445,0.08,0.198,Health Information Management,FBMS,300,2,GS
2.68,0.452,0.612,0.177,0.205,1,0.53,0.233,0.322,0.055,0.329,0.144,0.04,-0.128,0.31,0.07,-0.0472,0.04,0.428,0.024,0.391,Mathematics,FNAS,300,2,GS
2.62,0.376,0.554,0.427,0.568,3,0.781,0.061,0.579,0.677,0.042,0.284,0.267,0.215,0.29,0.05,-0.034,0.211,0.0,0.097,0.898,Estate Management,FES,100,2,GS
2.12,0.613,0.701,0.797,0.584,0,0.153,0.317,0.048,0.492,0.438,0.164,-0.085,0.073,0.298,0.08,0.0266,0.479,0.449,0.007,0.032,Nursing,FBMS,300,2,GS
2.77,0.562,0.817,0.665,0.542,1,0.726,0.215,0.626,0.364,0.71,0.023,-0.16,0.213,0.413,0.09,0.0283,0.548,0.665,0.067,0.422,Industrial Chemistry,FNAS,300,2,GS
3.16,0.567,0.92,0.56,0.622,1,0.524,0.333,0.501,0.774,0.657,-0.02,0.016,-0.014,0.478,0.2,-0.0465,0.212,0.446,0.0,0.316,Criminology and Security Studies,FAMSS,200,1,GS
2.28,0.806,0.752,0.792,0.778,0,0.589,0.223,0.464,0.383,0.718,0.063,0.12,0.277,0.369,0.01,-0.0202,0.33,0.506,0.073,0.423,Biochemistry,FNAS,200,2,GS
2.93,0.282,0.366,0.595,0.348,1,0.653,0.352,0.556,0.272,0.652,0.199,0.091,0.082,0.481,0.03,0.0583,0.573,0.106,0.034,0.644,Industrial Chemistry,FNAS,200,1,GS
2.35,0.475,0.706,0.571,0.615,1,0.418,0.052,0.334,0.058,0.443,-0.015,0.207,0.168,0.747,0.07,0.0453,0.886,0.417,0.148,0.47,Quantity Surveying,FES,300,2,GS
3.54,0.605,0.75,0.584,0.479,1,0.995,0.247,0.281,0.015,0.206,0.02,0.146,-0.04,0.49,-0.33,-0.0594,0.363,0.47,0.0,0.789,Mathematics,FNAS,100,1,GS
3.18,0.791,0.702,0.476,0.527,2,0.813,0.227,0.409,0.395,0.513,-0.201,0.219,-0.122,0.437,0.58,-0.0293,0.593,0.605,0.182,0.782,Information Technology,FNAS,100,2,GS
1.78,0.522,0.599,0.577,0.52,1,0.434,0.0,0.519,0.714,0.625,-0.026,0.063,0.139,0.323,0.01,-0.0423,0.337,0.33,0.032,0.458,Software Engineering,FNAS,200,1,GS
2.67,0.671,0.671,0.747,0.555,0,0.54,0.21,0.09,0.466,0.549,-0.087,0.06,0.235,0.518,0.58,-0.0055,0.688,0.308,0.09,0.387,Computer Science,FNAS,200,2,GS
3.15,0.656,0.925,0.793,0.779,1,0.638,0.03,1.0,0.398,0.788,-0.072,0.05,0.003,0.651,0.45,0.0054,0.791,0.67,0.014,0.55,Industrial Chemistry,FNAS,200,2,GS
1.7,0.719,0.633,0.655,0.325,1,0.406,0.431,0.117,0.795,0.712,0.327,0.329,0.104,0.338,-0.34,-0.003,0.058,0.492,0.049,0.276,Software Engineering,FNAS,200,2,GS
1.52,0.587,0.661,0.691,0.294,1,0.437,0.277,0.391,0.606,0.669,-0.143,-0.101,0.186,0.545,-0.31,0.0055,0.494,0.535,0.096,0.386,Estate Management,FES,200,2,NGS
3.52,0.959,0.711,0.785,0.632,0,0.418,0.048,0.577,0.631,0.44,-0.12,0.101,0.003,0.557,0.02,-0.0224,0.452,0.859,0.042,0.299,Public Health,FBMS,200,1,GS
2.65,0.626,0.95,0.488,0.269,0,0.384,0.03,0.874,0.549,0.516,0.01,0.204,0.112,0.618,0.26,0.0321,0.188,0.778,0.0,0.398,Software Engineering,FNAS,200,2,GS
3.03,0.601,0.686,0.671,0.525,2,0.737,0.223,0.54,0.297,0.71,0.226,-0.125,0.439,0.412,0.39,0.0158,0.0,0.444,0.0,0.575,English and Communication,FAMSS,200,1,GS
1.7,0.246,0.003,0.273,0.005,6,0.08,0.284,0.0,0.367,0.557,-0.192,0.111,0.28,0.0,0.2,-0.0725,0.276,0.017,0.336,0.031,Accounting,FAMSS,400,2,NGS
2.98,0.673,0.684,0.734,0.471,0,0.654,0.195,0.606,0.324,0.345,0.336,-0.37,0.109,0.734,0.27,-0.0321,0.388,0.404,0.0,0.784,Software Engineering,FNAS,100,2,GS
3.03,0.53,0.626,0.519,0.618,1,0.428,0.523,0.44,0.567,0.776,0.252,0.051,-0.358,0.309,-0.17,-0.0191,0.222,0.246,0.096,0.092,Industrial Chemistry,FNAS,100,2,GS
2.89,0.846,0.826,0.987,0.929,0,0.659,0.0,0.42,0.358,0.355,0.177,0.246,-0.128,0.565,0.19,-0.101,0.74,0.667,0.0,0.705,Estate Management,FES,300,1,GS
3.83,0.435,0.305,0.342,0.616,0,0.403,0.202,0.76,0.091,0.833,0.04,0.151,-0.065,0.097,-0.49,-0.0711,0.162,0.222,0.038,0.405,Health Information Management,FBMS,100,2,GS
3.02,0.749,0.775,0.705,0.979,1,0.385,0.108,0.765,0.43,0.465,-0.109,-0.043,0.086,0.909,0.48,0.0197,0.532,0.569,0.026,0.392,Industrial Chemistry,FNAS,300,2,GS
1.46,0.663,0.62,0.886,0.437,3,0.689,0.405,0.117,0.406,0.919,0.288,-0.123,0.086,0.875,0.35,-0.0329,0.935,0.387,0.172,0.54,Computer Science,FNAS,100,1,GS
1.82,0.238,0.217,0.274,0.12,4,0.071,0.508,0.0,0.021,0.484,-0.287,0.068,-0.176,0.388,0.18,0.0445,0.517,0.0,0.342,0.0,Health Information Management,FBMS,100,1,NGS
3.1,0.579,0.593,0.332,0.327,1,0.45,0.817,0.419,0.559,0.401,-0.089,0.015,-0.017,0.636,0.05,0.019,0.268,0.286,0.076,0.02,Physics and Electronics,FNAS,200,2,GS
